Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
33451,-15,33,62.05377,0,16.18858,0,0,0,0,0,0,0,0,0,21.75765,0.939,511.9909,217.7840332,213.1608749,0.457095016,0.685838096,-1.717000654,1.55282134,0.129295013,3,Mg/Al/Cr
33452,-15,35,62.50126,0,15.67015,0,0,0,0,0,0,0,0,0,21.82859,0.928,513.5,215.867184,211.2938568,0.458221929,0.686373724,-1.725318097,1.552349305,0.12928218,3,Mg/Al/Cr
33453,-15,37,62.95288,0,15.14807,0,0,0,0,0,0,0,0,0,21.89905,0.927,516.0939,216.7238275,212.2006992,0.459342506,0.686901079,-1.732753059,1.551876885,0.129265426,3,Mg/Al/Cr
33454,-15,39,63.40861,0,14.62235,0,0,0,0,0,0,0,0,0,21.96904,0.921,518.6911,216.4046699,211.9321071,0.46045689,0.687420342,-1.739258262,1.551404055,0.129244768,3,Mg/Al/Cr
33455,-13,-39,47.82357,0,36.14456,0,0,0,0,0,0,0,0,0,16.03187,1.614,413.6569,302.4419332,295.9527395,0.370078325,0.624683247,-1.96474567,1.57997667,0.120128667,3,Mg/Al/Cr
33456,-13,-37,48.22667,0,35.47897,0,0,0,0,0,0,0,0,0,16.29436,1.589,417.195,300.3040533,293.8758529,0.374022611,0.628186638,-1.922960238,1.578856405,0.120755848,3,Mg/Al/Cr
33457,-13,-35,48.62311,0,34.82402,0,0,0,0,0,0,0,0,0,16.55288,1.563,420.6879,297.86344,291.4952537,0.377907152,0.631565948,-1.883087512,1.577753531,0.121360403,3,Mg/Al/Cr
33458,-13,-33,49.01288,0,34.17969,0,0,0,0,0,0,0,0,0,16.80742,1.536,424.1357,295.1170131,288.8078648,0.381731751,0.634826222,-1.845069134,1.576667424,0.121943103,3,Mg/Al/Cr
33459,-13,-31,49.396,0,33.546,0,0,0,0,0,0,0,0,0,17.058,1.51,427.5384,292.4490918,286.1980016,0.38549678,0.637973043,-1.808844826,1.575599,0.12250478,3,Mg/Al/Cr
33460,-13,-29,49.909,0,32.705,0,0,0,0,0,0,0,0,0,17.386,1.483,430.896,289.4755019,283.301543,0.39042712,0.641996997,-1.764622031,1.5741945,0.123219281,3,Mg/Al/Cr
33461,-13,-27,50.422,0,31.864,0,0,0,0,0,0,0,0,0,17.714,1.462,434.2084,287.5701444,281.4733168,0.39535746,0.645920792,-1.722513277,1.57279,0.123913744,3,Mg/Al/Cr
33462,-13,-25,50.7875,0,31.2685,0,0,0,0,0,0,0,0,0,17.944,1.432,437.4757,283.7887367,277.7465638,0.39881575,0.648612726,-1.694873641,1.57180225,0.124387477,3,Mg/Al/Cr
33463,-13,-23,51.153,0,30.673,0,0,0,0,0,0,0,0,0,18.174,1.414,440.6979,282.2855143,276.2979962,0.40227404,0.651258464,-1.668256994,1.5708145,0.124851598,3,Mg/Al/Cr
33464,-13,-21,51.5185,0,30.0775,0,0,0,0,0,0,0,0,0,18.404,1.389,443.8749,279.293633,273.3607696,0.40573233,0.653859184,-1.642663338,1.56982675,0.125306215,3,Mg/Al/Cr
33465,-13,-19,51.884,0,29.482,0,0,0,0,0,0,0,0,0,18.634,1.37,447.725,277.8626123,271.9844037,0.40919062,0.656416023,-1.618092672,1.568839,0.12575143,3,Mg/Al/Cr
33466,-13,-17,52.2495,0,28.8865,0,0,0,0,0,0,0,0,0,18.864,1.35,450.875,275.7326063,269.9090524,0.41264891,0.658930083,-1.594544996,1.56785125,0.126187342,3,Mg/Al/Cr
33467,-13,-15,52.615,0,28.291,0,0,0,0,0,0,0,0,0,19.094,1.327,454.025,272.9285023,267.1596032,0.4161072,0.661402427,-1.57202031,1.5668635,0.126614049,3,Mg/Al/Cr
33468,-13,-13,52.9805,0,27.6955,0,0,0,0,0,0,0,0,0,19.324,1.298,457.0429,268.7384829,263.0242386,0.41956549,0.663834084,-1.550518613,1.56587575,0.127031642,3,Mg/Al/Cr
33469,-13,-11,53.346,0,27.1,0,0,0,0,0,0,0,0,0,19.554,1.284,459.9286,267.51839,261.8588004,0.42302378,0.666226049,-1.530039907,1.564888,0.127440211,3,Mg/Al/Cr
33470,-13,-9,53.66629,0,26.56829,0,0,0,0,0,0,0,0,0,19.76543,1.257,462.8143,263.5361815,257.9252862,0.426200037,0.668395359,-1.510592771,1.563988016,0.127812272,3,Mg/Al/Cr
33471,-13,-7,53.98657,0,26.03657,0,0,0,0,0,0,0,0,0,19.97686,1.232,465.7,259.9053072,254.3431077,0.429376268,0.670532538,-1.492048584,1.563087705,0.128176928,3,Mg/Al/Cr
33472,-13,-5,54.30686,0,25.50486,0,0,0,0,0,0,0,0,0,20.18829,1.211,468.5857,257.0581491,251.5446438,0.432552525,0.672638473,-1.474410259,1.562187721,0.12853425,3,Mg/Al/Cr
33473,-13,-3,54.62714,0,24.97314,0,0,0,0,0,0,0,0,0,20.39971,1.188,471.4714,253.7289345,248.2641255,0.435728595,0.674713517,-1.457676899,1.561287279,0.128884265,3,Mg/Al/Cr
33474,-13,-1,54.94183,0,24.4925,0,0,0,0,0,0,0,0,0,20.56567,1.17,474.3571,251.4140066,245.9936527,0.438233162,0.676303175,-1.451018665,1.56054924,0.129135734,3,Mg/Al/Cr
33475,-13,1,55.24533,0,24.114,0,0,0,0,0,0,0,0,0,20.64067,1.153,477.2429,249.2682619,243.8838852,0.439394042,0.676969065,-1.462784534,1.56013499,0.129201137,3,Mg/Al/Cr
33476,-13,3,55.54883,0,23.7355,0,0,0,0,0,0,0,0,0,20.71567,1.134,480.1286,246.6430221,241.2946227,0.440554922,0.677631433,-1.474212864,1.55972074,0.129265179,3,Mg/Al/Cr
33477,-13,5,55.90309,0,23.28618,0,0,0,0,0,0,0,0,0,20.81073,1.116,483.0333,244.1965187,238.8907233,0.442020824,0.678474695,-1.48560187,1.5592109,0.12935331,3,Mg/Al/Cr
33478,-13,7,56.28273,0,22.80145,0,0,0,0,0,0,0,0,0,20.91582,1.093,486.0333,240.6491818,235.3893037,0.443639236,0.679403874,-1.496725146,1.558653265,0.129451872,3,Mg/Al/Cr
33479,-13,9,56.66236,0,22.31673,0,0,0,0,0,0,0,0,0,21.02091,1.076,489.0333,238.3685234,233.1545616,0.445257647,0.680326287,-1.507417314,1.558095635,0.129547961,3,Mg/Al/Cr
33480,-13,11,57.042,0,21.832,0,0,0,0,0,0,0,0,0,21.126,1.061,492.0333,236.4874411,231.3193967,0.44687606,0.681242002,-1.517680022,1.557538,0.129641577,3,Mg/Al/Cr
33481,-13,13,57.42164,0,21.34727,0,0,0,0,0,0,0,0,0,21.23109,1.047,495.0333,234.7898389,229.6677118,0.448494473,0.682151095,-1.527512435,1.556980365,0.129732729,3,Mg/Al/Cr
33482,-13,15,57.80127,0,20.86255,0,0,0,0,0,0,0,0,0,21.33618,1.03,498.0333,232.3773574,227.3011467,0.450112884,0.683053639,-1.536913811,1.556422735,0.129821425,3,Mg/Al/Cr
33483,-13,17,58.18091,0,20.37782,0,0,0,0,0,0,0,0,0,21.44127,1.02,499.7909,230.9333833,225.9030899,0.451731296,0.683949701,-1.545885656,1.5558651,0.129907664,3,Mg/Al/Cr
33484,-13,19,58.56055,0,19.89309,0,0,0,0,0,0,0,0,0,21.54636,1.003,501.3,227.7701667,222.7857907,0.453349709,0.684839352,-1.554427205,1.555307465,0.129991453,3,Mg/Al/Cr
33485,-13,21,58.94018,0,19.40836,0,0,0,0,0,0,0,0,0,21.65145,0.991,502.8091,225.7225696,220.7841112,0.454968107,0.685722617,-1.562537509,1.554749669,0.130072797,3,Mg/Al/Cr
33486,-13,23,59.31982,0,18.92364,0,0,0,0,0,0,0,0,0,21.75655,0.982,504.3182,224.343934,219.4513912,0.456586693,0.686599839,-1.570217428,1.554192331,0.130151728,3,Mg/Al/Cr
33487,-13,25,59.69945,0,18.43891,0,0,0,0,0,0,0,0,0,21.86164,0.973,505.8273,222.9529932,218.106368,0.458205091,0.687470621,-1.577467251,1.553634535,0.130228196,3,Mg/Al/Cr
33488,-13,27,60.07909,0,17.95418,0,0,0,0,0,0,0,0,0,21.96673,0.974,507.3364,223.8479811,219.0472732,0.459823504,0.688335306,-1.584287709,1.5530769,0.130302234,3,Mg/Al/Cr
33489,-13,29,60.50653,0,17.44691,0,0,0,0,0,0,0,0,0,22.04656,0.963,508.8455,221.9782521,217.2261213,0.461077935,0.688949044,-1.597190866,1.552583775,0.130312907,3,Mg/Al/Cr
33490,-13,31,60.95351,0,16.92893,0,0,0,0,0,0,0,0,0,22.11755,0.955,510.3545,220.787012,216.0846673,0.462205482,0.689473202,-1.611530685,1.552111654,0.130299562,3,Mg/Al/Cr
33491,-13,33,61.40461,0,16.40731,0,0,0,0,0,0,0,0,0,22.18807,0.942,511.8636,218.4255066,213.7733144,0.46332685,0.689989397,-1.625050904,1.551639284,0.130282351,3,Mg/Al/Cr
33492,-13,35,61.85984,0,15.88204,0,0,0,0,0,0,0,0,0,22.25812,0.933,513.3727,216.9764583,212.3747861,0.464442041,0.690497704,-1.637707026,1.55116666,0.130261265,3,Mg/Al/Cr
33493,-13,37,62.31918,0,15.35313,0,0,0,0,0,0,0,0,0,22.32769,0.928,515.7005,216.792239,212.2414539,0.46555088,0.69099802,-1.649453253,1.550693495,0.130236276,3,Mg/Al/Cr
33494,-13,39,62.78264,0,14.82057,0,0,0,0,0,0,0,0,0,22.39679,0.925,518.3041,217.1823755,212.6828452,0.466653528,0.691490556,-1.660243064,1.550219915,0.130207399,3,Mg/Al/Cr
33495,-11,-41,46.42466,0,37.63554,0,0,0,0,0,0,0,0,0,15.93979,1.644,408.9335,304.5458633,297.9114106,0.368468329,0.623832983,-1.821803059,1.580998239,0.120189877,3,Mg/Al/Cr
33496,-11,-39,46.8433,0,36.94515,0,0,0,0,0,0,0,0,0,16.21155,1.596,412.5768,298.2880755,291.7168972,0.372552157,0.627483533,-1.780246774,1.579837925,0.12084814,3,Mg/Al/Cr
33497,-11,-37,47.25528,0,36.26539,0,0,0,0,0,0,0,0,0,16.47933,1.569,416.1751,295.7993656,289.2904843,0.376576068,0.631003464,-1.740671356,1.578694705,0.121482551,3,Mg/Al/Cr
33498,-11,-35,47.6606,0,35.59626,0,0,0,0,0,0,0,0,0,16.74314,1.543,419.7282,293.3811975,286.9336353,0.380540223,0.634398745,-1.703012535,1.57756871,0.122093996,3,Mg/Al/Cr
33499,-11,-33,48.05926,0,34.93776,0,0,0,0,0,0,0,0,0,17.00298,1.517,423.2362,290.8483399,284.4611187,0.384444622,0.637674801,-1.667210144,1.57645994,0.122683293,3,Mg/Al/Cr
33500,-11,-31,48.49233,0,34.22433,0,0,0,0,0,0,0,0,0,17.28333,1.498,426.6991,289.5554491,283.2336229,0.388657724,0.641134826,-1.630457433,1.575262014,0.12330405,3,Mg/Al/Cr
33501,-11,-29,49.00533,0,33.38333,0,0,0,0,0,0,0,0,0,17.61133,1.468,430.1168,286.0293925,279.7846976,0.393588064,0.645087214,-1.590205168,1.573857514,0.12401013,3,Mg/Al/Cr
33502,-11,-27,49.51833,0,32.54233,0,0,0,0,0,0,0,0,0,17.93933,1.445,433.4894,283.7556589,277.5880953,0.398518404,0.648941992,-1.552066944,1.572453014,0.124696395,3,Mg/Al/Cr
33503,-11,-25,49.933,0,31.865,0,0,0,0,0,0,0,0,0,18.202,1.421,436.8169,281.1847171,275.0792998,0.40246744,0.651959897,-1.523499945,1.5713265,0.125230928,3,Mg/Al/Cr
33504,-11,-23,50.2985,0,31.2695,0,0,0,0,0,0,0,0,0,18.432,1.402,440.0992,279.5096425,273.45888,0.40592573,0.654553548,-1.499866874,1.57033875,0.125688197,3,Mg/Al/Cr
33505,-11,-21,50.664,0,30.674,0,0,0,0,0,0,0,0,0,18.662,1.38,443.5,277.24959,271.2534822,0.40938402,0.657103455,-1.477256794,1.569351,0.126136073,3,Mg/Al/Cr
33506,-11,-19,51.0295,0,30.0785,0,0,0,0,0,0,0,0,0,18.892,1.362,447.7,276.2246322,270.2831792,0.41284231,0.659610716,-1.455669703,1.56836325,0.126574656,3,Mg/Al/Cr
33507,-11,-17,51.395,0,29.483,0,0,0,0,0,0,0,0,0,19.122,1.344,451.025,274.5984528,268.7116545,0.4163006,0.662076389,-1.435105602,1.5673755,0.127004043,3,Mg/Al/Cr
33508,-11,-15,51.7605,0,28.8875,0,0,0,0,0,0,0,0,0,19.352,1.324,454.175,272.4014481,266.5693046,0.41975889,0.664501502,-1.415564492,1.56638775,0.127424327,3,Mg/Al/Cr
33509,-11,-13,52.126,0,28.292,0,0,0,0,0,0,0,0,0,19.582,1.294,457.325,268.0756832,262.2981944,0.42321718,0.666887044,-1.397046371,1.5654,0.127835598,3,Mg/Al/Cr
33510,-11,-11,52.4915,0,27.6965,0,0,0,0,0,0,0,0,0,19.812,1.28,460.475,267.001824,261.27899,0.42667547,0.669233978,-1.379551241,1.56441225,0.128237941,3,Mg/Al/Cr
33511,-11,-9,52.857,0,27.101,0,0,0,0,0,0,0,0,0,20.042,1.253,463.625,263.1577226,257.4895433,0.43013376,0.671543231,-1.3630791,1.5634245,0.128631442,3,Mg/Al/Cr
33512,-11,-7,53.2225,0,26.5055,0,0,0,0,0,0,0,0,0,20.272,1.231,466.6429,260.2201467,254.6066221,0.43359205,0.673815703,-1.347629949,1.56243675,0.12901618,3,Mg/Al/Cr
33513,-11,-5,53.588,0,25.91,0,0,0,0,0,0,0,0,0,20.502,1.209,469.5286,257.1500151,251.5911453,0.43705034,0.676052266,-1.333203789,1.561449,0.129392235,3,Mg/Al/Cr
33514,-11,-3,53.90829,0,25.37829,0,0,0,0,0,0,0,0,0,20.71343,1.188,472.4143,254.2363693,248.7261938,0.440226597,0.678081869,-1.31925558,1.560549016,0.12973484,3,Mg/Al/Cr
33515,-11,-1,54.22857,0,24.84657,0,0,0,0,0,0,0,0,0,20.92486,1.167,475.3,251.2678203,245.8063406,0.443402828,0.680082349,-1.306210442,1.559648705,0.130070309,3,Mg/Al/Cr
33516,-11,1,54.53767,0,24.417,0,0,0,0,0,0,0,0,0,21.04533,1.148,478.1857,248.6776042,243.2563409,0.445235398,0.681173229,-1.311703067,1.55907251,0.130221399,3,Mg/Al/Cr
33517,-11,3,54.86655,0,24.00309,0,0,0,0,0,0,0,0,0,21.13036,1.134,481.0714,247.1273403,241.7453677,0.446548789,0.681906158,-1.326285158,1.558610465,0.130293964,3,Mg/Al/Cr
33518,-11,5,55.24618,0,23.51836,0,0,0,0,0,0,0,0,0,21.23545,1.11,483.9571,243.3481486,238.0120936,0.448167187,0.682813653,-1.341279798,1.558052669,0.130389245,3,Mg/Al/Cr
33519,-11,7,55.62582,0,23.03364,0,0,0,0,0,0,0,0,0,21.34055,1.095,486.9,241.5194415,236.2293021,0.449785773,0.683714836,-1.355843682,1.557495331,0.130482103,3,Mg/Al/Cr
33520,-11,9,56.00545,0,22.54891,0,0,0,0,0,0,0,0,0,21.44564,1.078,489.9,239.2348266,233.9906048,0.451404171,0.684609309,-1.369977841,1.556937535,0.130572484,3,Mg/Al/Cr
33521,-11,11,56.38509,0,22.06418,0,0,0,0,0,0,0,0,0,21.55073,1.063,492.9,237.3505731,232.1522687,0.453022584,0.685497419,-1.383682797,1.5563799,0.130660424,3,Mg/Al/Cr
33522,-11,13,56.76473,0,21.57945,0,0,0,0,0,0,0,0,0,21.65582,1.047,495.9,235.2009069,230.0485198,0.454640996,0.686379193,-1.396957456,1.555822265,0.130745926,3,Mg/Al/Cr
33523,-11,15,57.14436,0,21.09473,0,0,0,0,0,0,0,0,0,21.76091,1.031,498.1545,232.6595721,227.5531014,0.456259407,0.6872547,-1.409800999,1.555264635,0.130828999,3,Mg/Al/Cr
33524,-11,17,57.524,0,20.61,0,0,0,0,0,0,0,0,0,21.866,1.022,499.6636,231.3272582,226.2667048,0.45787782,0.688124001,-1.422215091,1.554707,0.130909641,3,Mg/Al/Cr
33525,-11,19,57.90364,0,20.12527,0,0,0,0,0,0,0,0,0,21.97109,1.005,501.1727,228.1663893,223.1517532,0.459496233,0.688987165,-1.434198887,1.554149365,0.130987859,3,Mg/Al/Cr
33526,-11,21,58.28327,0,19.64055,0,0,0,0,0,0,0,0,0,22.07618,0.994,502.6818,226.3485663,221.3798466,0.461114644,0.689844259,-1.445751638,1.553591735,0.131063662,3,Mg/Al/Cr
33527,-11,23,58.66291,0,19.15582,0,0,0,0,0,0,0,0,0,22.18127,0.984,504.1909,224.7441021,219.8212997,0.462733056,0.690695342,-1.456874866,1.5530341,0.131137046,3,Mg/Al/Cr
33528,-11,25,59.04255,0,18.67109,0,0,0,0,0,0,0,0,0,22.28636,0.976,505.7,223.5841296,218.7072446,0.464351469,0.69154048,-1.467567799,1.552476465,0.131208019,3,Mg/Al/Cr
33529,-11,27,59.42218,0,18.18636,0,0,0,0,0,0,0,0,0,22.39145,0.97,507.2091,222.8727506,218.0417832,0.465969867,0.69237969,-1.47782953,1.551918669,0.131276583,3,Mg/Al/Cr
33530,-11,29,59.83781,0,17.68296,0,0,0,0,0,0,0,0,0,22.47923,0.968,508.7182,223.0749656,218.2920554,0.467339448,0.693048859,-1.492531199,1.55140379,0.131300667,3,Mg/Al/Cr
33531,-11,31,60.29251,0,17.15815,0,0,0,0,0,0,0,0,0,22.54934,0.955,510.2273,220.7319834,215.9995471,0.468455417,0.693546338,-1.51138917,1.550931055,0.131279166,3,Mg/Al/Cr
33532,-11,33,60.75134,0,16.62969,0,0,0,0,0,0,0,0,0,22.61897,0.95,511.7364,220.2257597,215.5441652,0.469565049,0.694036029,-1.529403986,1.550457935,0.131253791,3,Mg/Al/Cr
33533,-11,35,61.21429,0,16.09758,0,0,0,0,0,0,0,0,0,22.68813,0.94,513.2455,218.5501988,213.9198137,0.47066849,0.694518093,-1.546527655,1.5499844,0.131224557,3,Mg/Al/Cr
33534,-11,37,61.68136,0,15.56183,0,0,0,0,0,0,0,0,0,22.75681,0.94,515.3037,219.4266215,214.8478128,0.471765592,0.694992517,-1.562715104,1.549510485,0.131191438,3,Mg/Al/Cr
33535,-11,39,62.15254,0,15.02243,0,0,0,0,0,0,0,0,0,22.82502,0.929,517.9137,217.9572478,213.4303833,0.47285649,0.695459414,-1.577917355,1.549035994,0.131154443,3,Mg/Al/Cr
33536,-11,41,62.62785,0,14.47939,0,0,0,0,0,0,0,0,0,22.89276,0.937,520.527,220.9434109,216.468857,0.473941223,0.695918988,-1.592089009,1.548561415,0.131113573,3,Mg/Al/Cr
33537,-9,-41,45.44218,0,38.43968,0,0,0,0,0,0,0,0,0,16.11814,1.642,407.8384,303.3608057,296.6440416,0.370922157,0.626632834,-1.625155186,1.58086542,0.120906965,3,Mg/Al/Cr
33538,-9,-39,45.8697,0,37.73511,0,0,0,0,0,0,0,0,0,16.39519,1.578,411.5419,294.1841425,287.5319579,0.375085599,0.630298304,-1.585953396,1.579681985,0.121572475,3,Mg/Al/Cr
33539,-9,-37,46.29056,0,37.04117,0,0,0,0,0,0,0,0,0,16.66827,1.552,415.2004,291.9091324,285.3205493,0.379189283,0.633832808,-1.548735514,1.578515775,0.122213812,3,Mg/Al/Cr
33540,-9,-35,46.70476,0,36.35787,0,0,0,0,0,0,0,0,0,16.93737,1.527,418.8136,289.7063503,283.1803899,0.383233064,0.637242064,-1.513442723,1.577366825,0.122831819,3,Mg/Al/Cr
33541,-9,-33,47.1123,0,35.6852,0,0,0,0,0,0,0,0,0,17.2025,1.502,422.3818,287.391111,280.9267953,0.387217089,0.64053169,-1.480010196,1.5762351,0.123427353,3,Mg/Al/Cr
33542,-9,-31,47.58867,0,34.90267,0,0,0,0,0,0,0,0,0,17.50867,1.48,425.9048,285.5436141,279.15105,0.391818856,0.644245739,-1.443904455,1.574925486,0.124097289,3,Mg/Al/Cr
33543,-9,-29,48.10167,0,34.06167,0,0,0,0,0,0,0,0,0,17.83667,1.453,429.3827,282.6235576,276.3081248,0.396749196,0.648128326,-1.407622764,1.573520986,0.124795091,3,Mg/Al/Cr
33544,-9,-27,48.61467,0,33.22067,0,0,0,0,0,0,0,0,0,18.16467,1.431,432.8155,280.5696182,274.3313166,0.401679536,0.651915771,-1.373455113,1.572116486,0.125473292,3,Mg/Al/Cr
33545,-9,-25,49.0785,0,32.4615,0,0,0,0,0,0,0,0,0,18.46,1.408,436.2032,278.2208698,272.0522081,0.40611913,0.655246805,-1.344741015,1.57085075,0.126066941,3,Mg/Al/Cr
33546,-9,-23,49.444,0,31.866,0,0,0,0,0,0,0,0,0,18.69,1.392,439.5457,277.1669693,271.0529623,0.40957742,0.657789801,-1.32409152,1.569863,0.126517474,3,Mg/Al/Cr
33547,-9,-21,49.8095,0,31.2705,0,0,0,0,0,0,0,0,0,18.92,1.37,443.3,275.116413,269.0570608,0.41303571,0.660290283,-1.304465015,1.56887525,0.126958723,3,Mg/Al/Cr
33548,-9,-19,50.175,0,30.675,0,0,0,0,0,0,0,0,0,19.15,1.353,447.5,274.2767775,268.27208,0.416494,0.662749306,-1.2858615,1.5678875,0.127390786,3,Mg/Al/Cr
33549,-9,-17,50.5405,0,30.0795,0,0,0,0,0,0,0,0,0,19.38,1.334,451.175,272.6459549,266.6959121,0.41995229,0.665167892,-1.268280975,1.56689975,0.127813755,3,Mg/Al/Cr
33550,-9,-15,50.906,0,29.484,0,0,0,0,0,0,0,0,0,19.61,1.32,454.325,271.668177,265.772789,0.42341058,0.667547031,-1.25172344,1.565912,0.12822772,3,Mg/Al/Cr
33551,-9,-13,51.2715,0,28.8885,0,0,0,0,0,0,0,0,0,19.84,1.29,457.475,267.3346658,261.4939325,0.42686887,0.669887678,-1.236188895,1.56492425,0.128632769,3,Mg/Al/Cr
33552,-9,-11,51.637,0,28.293,0,0,0,0,0,0,0,0,0,20.07,1.269,460.625,264.7935056,259.0074271,0.43032716,0.67219076,-1.22167734,1.5639365,0.129028985,3,Mg/Al/Cr
33553,-9,-9,52.0025,0,27.6975,0,0,0,0,0,0,0,0,0,20.3,1.246,463.775,261.7722335,256.0408097,0.43378545,0.674457174,-1.208188775,1.56294875,0.129416449,3,Mg/Al/Cr
33554,-9,-7,52.368,0,27.102,0,0,0,0,0,0,0,0,0,20.53,1.236,466.925,261.4350429,255.7582739,0.43724374,0.676687787,-1.1957232,1.561961,0.129795241,3,Mg/Al/Cr
33555,-9,-5,52.7335,0,26.5065,0,0,0,0,0,0,0,0,0,20.76,1.205,470.075,256.5974899,250.9753756,0.44070203,0.678883441,-1.184280615,1.56097325,0.130165434,3,Mg/Al/Cr
33556,-9,-3,53.099,0,25.911,0,0,0,0,0,0,0,0,0,20.99,1.185,473.225,254.0295461,248.4620866,0.44416032,0.681044951,-1.17386102,1.5599855,0.130527104,3,Mg/Al/Cr
33557,-9,-1,53.4645,0,25.3155,0,0,0,0,0,0,0,0,0,21.22,1.164,476.2429,251.1190712,245.6062665,0.44761861,0.683173106,-1.164464415,1.55899775,0.130880319,3,Mg/Al/Cr
33558,-9,1,53.83,0,24.72,0,0,0,0,0,0,0,0,0,21.45,1.147,479.1286,248.9509084,243.4927584,0.4510769,0.685268673,-1.1560908,1.55801,0.13122515,3,Mg/Al/Cr
33559,-9,3,54.20964,0,24.23527,0,0,0,0,0,0,0,0,0,21.55509,1.133,482.0143,247.3933575,241.9811248,0.452695313,0.686155248,-1.174959093,1.557452365,0.131317207,3,Mg/Al/Cr
33560,-9,5,54.58927,0,23.75055,0,0,0,0,0,0,0,0,0,21.66018,1.109,484.9,243.6026073,238.236291,0.454313724,0.687035493,-1.193396072,1.556894735,0.131406836,3,Mg/Al/Cr
33561,-9,7,54.96891,0,23.26582,0,0,0,0,0,0,0,0,0,21.76527,1.095,487.7857,241.9587797,236.6383807,0.455932136,0.68790947,-1.211403798,1.5563371,0.131494037,3,Mg/Al/Cr
33562,-9,9,55.34855,0,22.78109,0,0,0,0,0,0,0,0,0,21.87036,1.077,490.7667,239.4357484,234.1612667,0.457550549,0.688777249,-1.228981228,1.555779465,0.131578816,3,Mg/Al/Cr
33563,-9,11,55.72818,0,22.29636,0,0,0,0,0,0,0,0,0,21.97545,1.063,493.7667,237.767923,232.5393589,0.459168947,0.689638852,-1.246127294,1.555221669,0.131661178,3,Mg/Al/Cr
33564,-9,13,56.10782,0,21.81164,0,0,0,0,0,0,0,0,0,22.08055,1.049,496.5182,235.9439591,230.7613107,0.460787533,0.690494616,-1.262842631,1.554664331,0.131741156,3,Mg/Al/Cr
33565,-9,15,56.48745,0,21.32691,0,0,0,0,0,0,0,0,0,22.18564,1.032,498.0273,232.8257706,227.6890399,0.462405931,0.691344146,-1.279128217,1.554106535,0.131818699,3,Mg/Al/Cr
33566,-9,17,56.86709,0,20.84218,0,0,0,0,0,0,0,0,0,22.29073,1.021,499.5364,231.042079,225.9512655,0.464024344,0.69218778,-1.294984556,1.5535489,0.131893839,3,Mg/Al/Cr
33567,-9,19,57.24673,0,20.35745,0,0,0,0,0,0,0,0,0,22.39582,1.011,501.0455,229.4703212,224.4254251,0.465642756,0.693025536,-1.310410599,1.552991265,0.131966581,3,Mg/Al/Cr
33568,-9,21,57.62636,0,19.87273,0,0,0,0,0,0,0,0,0,22.50091,0.996,502.5545,226.7465597,221.74758,0.467261167,0.693857477,-1.325405516,1.552433635,0.13203693,3,Mg/Al/Cr
33569,-9,23,58.006,0,19.388,0,0,0,0,0,0,0,0,0,22.606,0.981,504.0636,224.0023354,219.049273,0.46887958,0.694683658,-1.339970992,1.551876,0.132104885,3,Mg/Al/Cr
33570,-9,25,58.38564,0,18.90327,0,0,0,0,0,0,0,0,0,22.71109,0.977,505.5727,223.7568711,218.8497261,0.470497993,0.695504142,-1.354106172,1.551318365,0.132170452,3,Mg/Al/Cr
33571,-9,27,58.76527,0,18.41855,0,0,0,0,0,0,0,0,0,22.81618,0.972,507.0818,223.2762298,218.4150011,0.472116404,0.69631899,-1.367810297,1.550760735,0.132233639,3,Mg/Al/Cr
33572,-9,29,59.16496,0,17.92266,0,0,0,0,0,0,0,0,0,22.91238,0.967,508.5909,222.7887523,217.9746949,0.473607298,0.69704561,-1.383814238,1.55022419,0.132272677,3,Mg/Al/Cr
33573,-9,31,59.6274,0,17.39101,0,0,0,0,0,0,0,0,0,22.9816,0.96,510.1,221.832288,217.0693934,0.474711545,0.697517455,-1.407326223,1.549750866,0.132243102,3,Mg/Al/Cr
33574,-9,33,60.09395,0,16.85571,0,0,0,0,0,0,0,0,0,23.05034,0.957,511.6091,221.7932886,217.0819253,0.475809426,0.69798172,-1.429967034,1.549276835,0.132209667,3,Mg/Al/Cr
33575,-9,35,60.56462,0,16.31677,0,0,0,0,0,0,0,0,0,23.11861,0.943,513.1182,219.1933196,214.5338539,0.476901129,0.698438696,-1.451689758,1.548802555,0.132172391,3,Mg/Al/Cr
33576,-9,37,61.03942,0,15.77418,0,0,0,0,0,0,0,0,0,23.1864,0.939,514.9035,219.0229571,214.415757,0.477986496,0.698888317,-1.472448826,1.54832789,0.132131243,3,Mg/Al/Cr
33577,-9,39,61.51833,0,15.22795,0,0,0,0,0,0,0,0,0,23.25372,0.931,517.5199,218.2603952,213.7058274,0.479065669,0.69933074,-1.492193969,1.547852815,0.132086238,3,Mg/Al/Cr
33578,-9,41,62.00136,0,14.67807,0,0,0,0,0,0,0,0,0,23.32057,0.933,520.1396,219.8364818,215.334914,0.480138652,0.699766027,-1.510877648,1.547377325,0.132037363,3,Mg/Al/Cr
33579,-7,-41,44.46635,0,39.23318,0,0,0,0,0,0,0,0,0,16.30046,1.626,406.7884,299.6313861,292.8332901,0.373435716,0.629447735,-1.418701561,1.580715049,0.121629127,3,Mg/Al/Cr
